"Latitude","Longitude"
38.076877,-85.8683849
38.1264811,-85.7621663
37.5423895,-86.1466254
38.2738431,-85.8080446
34.8073521,-77.4631349
38.0615713,-85.2141702
38.1575613,-85.6207808
38.2045645,-85.8194424
37.560218,-84.2880867
37.9819037,-85.4885432
37.8996504,-85.2218897
38.2523519,-85.4813228
37.7774179,-87.1519358
37.5844326,-86.25568
38.3630661,-84.5941722
37.9987075,-85.9489456
38.1908417,-85.784437
37.8437478,-85.9696041
38.1225254,-85.8674278
38.2620731,-85.6686891
37.4712965,-85.8957254
37.4974761,-86.4789483
38.1848286,-85.7874559
37.9952827,-86.1691702
38.0831853,-85.8815482
38.11273,-85.8672682
38.0804225,-85.8729294
38.1148922,-85.6625917
38.1452333,-85.7656866
38.1960466,-85.7615265
38.2409124,-85.5893203
38.2588521,-85.6974124
38.4083452,-85.3874372
38.1911122,-85.8747792
38.1436542,-85.5903612
37.386112,-86.5350307
37.5797628,-85.0444338
38.197879,-85.5843388
38.2637029,-85.7905089
38.2757112,-85.568674
38.1989192,-85.7659834
37.929255,-86.275244
37.8624979,-85.943237
39.6337718,-84.8744113
38.0558974,-85.5196448
38.1796215,-85.6297139
38.2343991,-85.8016965
38.2310384,-85.8093877
38.2057639,-85.5627902
37.9790261,-84.4984299
37.0559998,-84.4087219
38.2089178,-85.2370535
38.2312689,-85.7581808
38.2511027,-85.7732772
37.9295338,-85.992097
37.6181257,-85.3103257
38.23921,-85.7801475
38.3129754,-84.9252026
36.7957304,-88.707936
38.0615181,-84.4719284
38.2030166,-85.7812224
38.1344712,-85.6522095
38.263377,-85.7983306
38.2093897,-85.7868313
38.1849956,-85.6263564
37.634307,-86.126604
38.6982682,-85.3694665
37.7125633,-85.8462853
43.0417595,-83.1644053
38.2206213,-85.8029301
38.1825407,-85.5734293
38.5929799,-85.3169014
29.3604376,-98.626287
38.1290439,-85.6910535
37.8397696,-85.1679187
38.2450874,-85.7675116
44.8640612,-93.3227187
36.9920229,-86.4511581
38.1386467,-85.6893111
38.2633419,-85.7919751
38.0319301,-85.3657353
38.1995107,-85.8400827
37.8544891,-85.9457229
37.2552615,-85.4974062
38.2544381,-85.8095148
38.1107827,-85.8713121
38.2934628,-85.5531092
38.596916,-85.320008
37.676188,-85.6114651
38.0018646,-85.7413656
38.1494256,-85.6703492
38.17639,-85.7889127
36.7439675,-84.1654501
38.2480991,-85.7924866
37.9569759,-85.5832022
38.2211847,-85.7271386
38.8590177,-84.2629688
37.8902889,-85.543907
37.8124871,-85.9708371
37.4636185,-86.2334989
38.151879,-85.8184975
38.2341097,-85.5424032
38.2521929,-85.7691675
38.1406839,-85.7746418
37.6961685,-83.9731051
37.856436,-85.5220002
38.1198686,-85.7990418
38.2560803,-85.752634
37.5693679,-86.1905919
38.2551707,-85.6527869
36.8541808,-84.2314628
37.7715175,-85.8992118
37.8197222,-85.9175588
38.0718169,-85.6815379
37.9904485,-85.4289109
37.8485953,-85.3548187
37.6180625,-85.5572324
38.2416923,-85.7387346
37.6798167,-85.8597315
38.2125741,-85.1983784
37.8299288,-85.4535634
38.1369667,-85.7891568
38.2019927,-85.7750072
37.7056935,-85.8716531
38.2566508,-85.7214143
38.1223043,-85.7536619
38.1817367,-85.7949723
38.1683445,-85.6724282
37.4887713,-86.2979729
38.2687942,-85.6964865
37.8142151,-85.3879196
37.1287419,-84.0817891
38.1662043,-85.6737279
38.0521448,-85.8967742
38.2559721,-85.7836325
37.6918048,-85.8613641
37.846597,-85.9608769
38.2210391,-85.2399338
38.2311088,-85.7104449
38.2509804,-85.8208244
38.1694334,-85.5983774
38.1261456,-85.8742779
37.7179548,-85.888377
38.1359831,-85.8803486
37.4864143,-86.0980052
38.3733748,-85.4029287
38.1031381,-85.7188053
37.8190123,-85.9087177
38.1728507,-85.6780379
38.2514249,-85.8085741
38.129452,-85.8556529
37.99312,-85.6217406
38.2551926,-85.6123991
38.263159,-85.8023045
37.1031901,-86.3838206
38.1795,-85.8100702
38.1741026,-85.7902168
38.2495689,-85.7473183
38.2078039,-84.8425028
36.8725743,-87.4663872
37.7892985,-85.5377154
37.6012189,-82.8251792
38.5338969,-84.7717467
38.3295773,-85.5262605
38.1444167,-85.8770421
38.3538805,-85.3274155
37.8388629,-85.965975
37.6732357,-85.8362635
38.1260546,-85.7551241
38.1737625,-85.6673863
38.1853752,-85.723607
36.6559106,-84.1271341
36.9520448,-86.4537098
37.4902888,-85.3671821
38.2385823,-85.7969407
38.1764209,-85.2060697
38.2340598,-85.7576227
38.1436005,-85.8843887
38.4154529,-85.3760469
36.6715168,-86.6739915
38.1102826,-85.7690876
38.1835837,-85.6301116
37.7784526,-86.4644462
38.2168058,-85.711045
38.1518087,-85.6588483
38.0164626,-85.9065115
38.4153911,-85.3830499
38.2302275,-85.7522301
38.0858337,-85.5062358
38.1180879,-85.7010089
38.1027848,-85.6962866
38.1505062,-85.5955603
37.5525208,-86.1902816
37.5932321,-84.2868062
38.1546429,-85.5980291
38.1808133,-85.7841064
36.6247835,-88.2482147
38.2096513,-85.7158224
38.143709,-85.6055648
38.1897645,-85.6227685
37.5091867,-86.3507603
36.8511756,-86.8696325
37.9707797,-85.4636287
38.1150272,-85.8728486
37.8344554,-86.0643848
38.0608159,-84.4366129
37.8209715,-85.9083163
37.6139575,-85.8538309
38.2248427,-85.3201786
38.4301517,-85.1750784
38.1768984,-85.6702394
38.2976569,-85.4689096
38.4126211,-85.3745898
37.7619759,-86.0751668
37.7290062,-85.8187583
37.9052278,-86.1498624
38.1811277,-85.7588502
38.2117811,-85.7515927
37.0075944,-86.4507958
38.175361,-85.6295309
38.1732466,-85.6729862
37.9424538,-86.101598
38.2755882,-85.5649496
36.3414849,-86.7672165
38.0683362,-85.8927366
37.4304671,-86.6142462
38.2215717,-85.7296233
38.1994396,-85.213065
38.2254813,-84.8400147
38.1144392,-85.7945719
38.5240072,-85.2049147
38.2311626,-85.5317428
37.7401925,-84.3176396
38.5333196,-85.2112164
38.2658064,-85.8134893
37.5223562,-86.3252001
36.762697,-86.9277962
38.1201358,-85.8695222
37.99727,-86.3315264
36.7160483,-88.6722354
38.4921048,-84.9444348
38.2699983,-85.4844274
37.9414553,-85.558589
37.8418081,-85.1384183
37.8098821,-85.3896456
37.8158669,-86.3167343
38.2132077,-85.3547701
38.0515721,-85.5510324
38.3117099,-85.5452501
37.5626171,-85.7317733
36.8619463,-87.5104001
37.3463881,-83.475195
37.7088227,-85.8500289
38.2064797,-85.6457148
38.6506762,-85.1335016
37.683808,-85.2130097
38.2046234,-85.2392681
38.0379417,-85.3477151
38.146033,-85.8499396
38.0554486,-85.5533762
38.1509532,-85.5681856
39.0238737,-84.7256134
38.642748,-85.2179312
38.175564,-85.8242088
37.8308817,-85.4411986
38.3194988,-85.2558128
37.6915227,-85.866995
38.2457174,-85.8091438
38.1736947,-85.8905732
38.1587457,-85.8041203
37.8430463,-86.0296163
38.232791,-85.7785985
37.4191673,-86.3707619
38.2404068,-85.8001028
36.7436545,-88.2949001
38.1883252,-85.0951568
38.6701205,-85.2807849
38.2519529,-85.7898021
38.2361294,-85.7337513
37.655128,-85.5363772
38.2591139,-85.7918583
38.150462,-85.8584413
38.2361586,-85.7607822
37.7719766,-86.4429524
37.6229663,-85.5079831
38.5514702,-83.1087316
38.1687628,-85.6736167
38.2067344,-85.2383229
38.0653441,-85.8501472
38.2370421,-85.7883721
38.0842805,-85.8725082
37.0644247,-88.6485959
38.0425651,-85.5680565
38.1028426,-85.8721133
38.3195985,-85.4752087
38.2038004,-85.6363647
38.1892551,-85.621331
37.7091213,-85.8757695
37.8892879,-86.0675105
38.1910588,-85.6494369
38.2391754,-85.7414243
38.2361706,-85.7926676
38.253974,-85.7961729
37.7521128,-84.8480023
37.5579709,-86.2861365
38.2654921,-85.7916516
38.1757676,-85.7760732
38.253541,-85.7740882
38.2633165,-85.8196755
38.2494095,-85.7400357
38.1602761,-85.7127176
38.2267575,-85.7017768
37.5650726,-85.6277506
38.0027215,-86.1408841
38.2467262,-85.7883798
38.2387601,-85.7867039
37.893585,-85.7184414
38.2746072,-85.5878347
39.0899353,-96.8072342
38.2134813,-85.7670275
38.1908588,-85.757222
37.7747254,-87.1101251
38.3238333,-85.4744509
37.5255339,-85.8975324
37.5248673,-85.2553858
36.8598768,-87.4883997
38.225106,-85.8059793
38.2147537,-85.6522505
37.8412475,-87.5817236
37.7532321,-85.939065
38.3048337,-85.5509419
38.3086252,-85.5354543
38.0999959,-85.6361687
38.3803885,-85.4502865
37.8731419,-84.5628823
38.1068393,-85.6632296
38.1220296,-85.3219887
38.2959008,-85.6672256
37.5025853,-85.1868344
38.2002342,-85.7841204
38.1009927,-85.8736966
38.262566,-85.7916865
37.043336,-88.5039016
37.8098907,-85.9086583
38.2064635,-85.5731828
37.8875465,-85.7390521
38.2019052,-85.6273715
38.2479952,-85.7666628
37.8223263,-85.9215432
37.7052829,-85.8680624
38.1044798,-85.8238495
37.6361476,-85.393288
37.7672833,-85.4982809
38.2278361,-85.8000784
38.2382182,-85.7932951
38.2274873,-85.7515178
37.4133507,-86.3279502
38.2533844,-85.7817983
37.9779636,-85.7354997
38.212141,-85.7757994
38.1876118,-85.7870065
38.1075453,-85.8801842
37.6793974,-85.8675092
38.2579931,-85.7735994
36.9921168,-86.4396129
38.1768947,-85.8165455
38.5070318,-85.3609729
37.6849659,-85.7028324
37.8084713,-85.4402891
37.7324689,-85.9112319
38.179229,-85.759097
37.8226029,-85.4834292
38.7137065,-85.4187329
38.1154192,-85.7691926
38.1959274,-85.7854674
38.1423648,-85.6236505
38.0614705,-85.6838565
38.206183,-85.8618377
38.2597154,-85.6926779
38.2507569,-85.8119347
37.8085398,-85.9495914
36.9764445,-85.6120093
38.0776915,-85.872685
38.2005691,-85.8048118
36.8815444,-84.0799041
38.224512,-85.785078
37.3575001,-85.5796552
38.1110741,-85.7737171
37.7154166,-85.852283
38.2458429,-85.7753956
38.2620519,-85.7949341
37.9370018,-85.5089485
37.3397527,-86.2331015
38.2243215,-85.3505486
38.255052,-85.7930335
38.1615309,-85.7602216
38.2239343,-85.743839
38.035177,-84.4699635
37.983459,-85.7355347
39.6517915,-86.0404802
37.1274181,-84.0734208
38.0765503,-85.3642847
38.2117821,-84.8442734
38.2086405,-85.6558363
37.4997811,-86.2992835
38.2039241,-85.6600168
37.904811,-86.0617714
37.7074168,-85.8644405
38.1301738,-85.5613002
37.809638,-85.9130708
38.2184299,-85.7907632
38.1716733,-85.8841968
38.2047274,-85.5923712
37.8082531,-85.4711909
37.1401398,-86.3665913
37.6348116,-84.7706648
38.2769779,-85.2264646
38.1927101,-85.8268345
36.8127058,-87.4577764
37.9384566,-86.1912287
37.5369915,-85.9495535
38.2308764,-85.7876096
37.8073077,-85.4489561
37.5854572,-86.0253644
38.2419343,-85.8200273
37.5745365,-85.2545584
38.1973341,-85.6176024
38.2115387,-85.7686292
37.8813567,-85.0368237
38.1778792,-85.764652
38.1398246,-85.5948602
38.259747,-85.6964646
37.485935,-86.2961227
41.5818848,-93.658187
37.8396341,-85.4563249
38.0601935,-85.8836589
37.6814547,-85.8481839
38.2404842,-85.7392765
37.4639392,-86.1788236
38.2508912,-85.7393314
38.6880669,-85.3187478
38.0980229,-85.6600781
38.2585021,-85.7723667
37.5661084,-85.2425044
37.6169264,-86.469858
37.7084832,-85.2615989
38.2300403,-85.7322887
38.175051,-85.758578
38.1027648,-85.6516977
37.6492772,-85.8459819
38.0680463,-85.688675
37.7372646,-84.6683856
37.5865868,-86.4491457
38.2617274,-85.7981569
38.1777965,-85.8005131
38.08643,-85.6744268
38.2701758,-85.5822945
38.1781032,-85.5996451
37.8888259,-86.0492461
37.5751191,-85.740882
38.2416883,-85.7323946
37.5125508,-86.4093377
37.8164379,-86.0428544
38.0536539,-85.4581706
38.1673535,-85.7658416
38.0350321,-85.6068665
38.2105302,-85.7142612
38.1588728,-85.8099824
37.7681427,-85.9218765
37.6563427,-85.5890577
38.2044065,-85.2327104
37.7461493,-85.981338
37.8762472,-85.4646558
38.1296757,-85.6035499
37.8064214,-85.9933387
37.8123029,-85.9671183
37.6829354,-85.2112533
37.7503277,-85.9743724
37.5091939,-86.2918797
37.7577925,-85.984084
38.2435833,-85.7914587
38.2074535,-85.24121
38.147556,-85.7702983
36.843508,-83.3159068
38.2557289,-85.7737599
38.6971703,-85.3130803
38.189151,-85.7872312
38.1882384,-85.8365259
38.1944543,-85.6944969
38.2568483,-85.7898342
36.5172474,-88.8938515
37.6486094,-85.8399708
36.9826854,-86.4850382
38.2369615,-85.7914132
38.2568164,-85.8155939
37.4264713,-86.2638656
38.4275232,-85.2299968
38.0300865,-85.8269635
38.1850834,-85.5560647
38.090426,-85.8153005
38.0509,-84.4385186
37.6572798,-85.5789756
38.2021435,-85.6678922
37.7143567,-85.8566818
38.2231192,-85.0734296
38.1655999,-85.7105695
38.1692049,-85.8769505
38.1176345,-85.8128367
38.2923818,-85.6220548
38.2711421,-85.803189
38.5783716,-84.3536155
38.2486965,-85.5463432
38.2315717,-85.7372177
37.7118207,-85.8760859
37.6537392,-85.6982002
38.1286986,-85.739457
38.2262297,-85.7883491
37.5151321,-86.4467551
38.1520815,-85.8537873
38.1801045,-85.8495596
38.0415578,-84.7360023
37.57392,-85.7432048
38.2188697,-85.2437061
38.5281874,-84.6427878
37.2795839,-86.2115131
37.5370801,-85.7553707
37.0440314,-84.6133054
37.7425355,-85.7589509
37.7220098,-84.8257133
38.0555181,-85.5567075
38.4058415,-85.5896606
38.1306397,-85.6933167
33.7356214,-84.2528163
37.5984528,-85.3021029
38.1151999,-85.8552862
38.1999717,-85.5785872
38.2098581,-85.2411038
37.6820426,-85.8469883
38.0645773,-85.889066
38.2495234,-85.772198
38.1790402,-85.7659702
37.3161277,-86.0728282
37.960858,-86.196663
38.3677947,-85.1861231
38.2126246,-84.5698762
37.3423076,-87.461052
37.972096,-86.2538883
37.8223809,-85.4812271
38.2500546,-85.7336359
38.3166461,-85.5243088
37.2074152,-87.175982
38.0498125,-85.5386912
38.2592459,-85.8099502
38.2085894,-85.7128773
38.1534179,-85.7619408
37.4670023,-85.8100353
38.1932769,-85.618343
38.2001854,-85.1227043
37.6817083,-85.8582166
37.8991435,-85.4697945
38.2074561,-85.2376214
38.193282,-85.6508105
38.277146,-85.8004365
38.1465351,-85.6701228
38.5779119,-85.3548578
38.1230813,-85.7538916
38.1008732,-85.7535223
37.8003387,-85.2135765
37.8055174,-85.4377808
38.1863154,-85.762902
37.649896,-85.6295987
38.2379508,-85.7945972
38.1948013,-85.5682264
38.1435818,-85.7006358
38.1387651,-85.6405983
37.4877164,-86.2168212
37.8968497,-85.4658931
37.4960601,-86.1950907
38.2524161,-85.763039
38.2497609,-85.7380537
38.1686733,-85.7036185
37.7787707,-86.06077
38.1714327,-85.699413
37.7159896,-87.7908018
38.1331565,-85.6562175
37.4726828,-86.2983625
37.5805744,-85.2409096
38.2727374,-85.6057104
38.4395375,-82.7006448
37.8594157,-85.300209
38.2389694,-85.7554541
38.235048,-85.5758802
38.4076572,-85.3677905
37.5542585,-85.8581219
37.4817789,-86.2903045
37.9061424,-86.7856015
37.8358604,-85.1167205
38.244356,-85.747849
38.2451121,-85.7486884
37.6828658,-85.2086486
37.573789,-85.23536
38.1237297,-85.8578092
38.7103267,-85.379367
37.4775608,-83.3798877
40.7025355,-89.4049511
38.0995627,-85.3444511
37.8475192,-85.9359322
38.2178754,-85.1635516
36.8339431,-87.4730732
38.1489286,-85.7841632
30.1890991,-82.6243978
38.3280892,-85.6083022
37.8388816,-85.2795118
38.402584,-85.4595127
38.2333672,-85.7927632
38.1406399,-85.6355
38.2202616,-85.6954431
31.0778194,-97.6611156
37.8509229,-85.7106129
38.5882162,-85.3147039
38.4320148,-85.3638181
38.1749697,-85.8239311
38.0587769,-85.9007453
38.1286343,-85.7639459
38.2498558,-85.765061
38.0439219,-85.2807208
38.2063857,-85.7219432
39.135651,-84.578056
38.1643645,-85.6909136
38.2146441,-85.8225104
38.3062352,-85.4521112
38.1409061,-85.7747592
38.1921342,-85.7967043
38.2256561,-85.7686346
38.2102929,-85.6658867
38.1268443,-85.4074467
38.2364225,-85.7168583
38.2619849,-85.607175
38.323824,-85.4831832
38.3080293,-85.5746762
37.0225179,-88.6370755
38.0985292,-85.8778534
37.5749477,-85.257238
37.0815299,-88.992709
38.2668396,-85.597151
37.838839,-85.9434522
34.1231191,-84.1188593
38.2527384,-85.7926709
38.0899336,-85.6491261
38.0896477,-85.6577986
37.5717941,-85.2572343
38.2437538,-85.8052485
37.7286161,-86.0781099
38.2647721,-85.7953058
37.9596888,-121.2601054
38.2355764,-85.731191
38.1554379,-85.8757646
37.975946,-85.7306078
38.189317,-85.6499495
38.1351121,-85.5932983
38.1853188,-85.7885918
37.8615266,-86.0570986
38.7141668,-85.3744105
38.6068625,-85.2669187
38.2564138,-85.7699194
38.2192617,-85.7990869
37.5733834,-85.258465
38.264826,-85.7989255
38.1615288,-85.7662054
38.2528803,-85.7877469
38.0921509,-85.8674468
38.1627488,-85.7064685
37.7758204,-85.9094974
38.1065027,-85.7480506
38.1097316,-85.6681844
38.1796541,-85.5898322
37.8404183,-85.9434066
38.4395071,-85.3132423
38.2083324,-85.768377
38.3031845,-85.5297733
38.0888215,-85.8298782
38.0799475,-85.868746
35.9025172,-77.5408201
38.1572864,-85.6261212
37.5503371,-85.387556
38.677886,-85.1756545
38.1585973,-85.7755034
38.2141387,-85.5708459
37.4418498,-85.6615962
38.2633366,-85.8198783
37.7075186,-85.8650305
38.1803881,-85.8321283
37.6833183,-85.2107577
37.3445945,-85.3385436
38.1007438,-85.7437306
38.1851214,-85.5569837
38.1665077,-85.8357904
37.8056574,-85.9099795
38.4081467,-85.5857627
30.7040148,-92.3003507
37.0346742,-88.5726454
38.165469,-85.673033
37.8669104,-84.4894309
38.102453,-85.8819176
37.7297977,-85.9496129
38.2215565,-85.24235
38.0769572,-85.6565523
38.1446555,-85.6470241
37.4087613,-85.2265907
38.2126174,-84.5580752
38.2392852,-85.634648
38.1829708,-85.7869775
38.6838976,-85.1833342
38.2518779,-85.7322253
38.1346044,-85.6791891
38.2710346,-85.7883396
38.2206017,-85.236891
38.2527333,-85.709573
37.7370244,-85.8938901
32.7929762,-96.7083106
38.2336495,-85.7864776
38.2137242,-85.7771901
37.8914175,-85.4241316
37.9643215,-85.7173777
37.5332523,-85.9426542
38.557293,-85.2773329
38.6763803,-85.2766427
38.2296434,-85.7469046
38.2705441,-85.796717
37.8301634,-85.9665756
38.032283,-85.6257283
37.6650919,-85.9700827
38.1423769,-85.827363
38.0859525,-84.5081641
38.1463401,-85.8912121
37.431488,-86.4870285
38.2270697,-85.6344102
38.2531593,-85.794395
38.2400221,-85.7439848
38.1903891,-85.6224525
38.2577504,-85.7706876
38.2481188,-85.8108678
38.1617812,-85.871274
38.2019287,-85.8376816
39.0014325,-84.6784767
37.9721224,-85.7361445
38.1299269,-85.7968624
38.1825685,-85.8615927
37.6923198,-85.8918837
38.2432619,-85.5537185
38.2316162,-85.7055361
38.2020108,-85.8396038
37.869322,-86.2907534
38.1752922,-85.6917076
38.2603775,-85.7090061
38.0807025,-85.7503952
38.2419781,-85.6533666
41.1977832,-95.9654749
37.7401938,-84.2840515
38.1555281,-85.8574385
38.0335569,-85.6659804
38.1523386,-85.5615819
36.9998789,-86.3799543
37.8024227,-85.4713846
38.2099914,-85.7770552
37.675927,-85.9050756
38.2411393,-85.8265122
38.1772444,-85.6713761
38.1308098,-85.8504975
37.9825707,-85.7564199
37.3610333,-86.2459014
37.8677408,-87.5411974
64.8196235,-147.7129661
38.2491578,-85.7878573
37.433841,-86.0160765
37.9229484,-85.7042991
38.1691728,-85.6702035
38.2630914,-85.8125548
38.6291444,-85.373403
37.5679498,-85.7458067
37.3539425,-86.3573662
38.2300814,-85.7406402
38.2073393,-85.1979673
37.9400529,-83.6366692
38.2511236,-85.0700478
37.7875383,-85.4802508
38.2106779,-85.2224695
38.0836925,-85.669244
38.0968756,-85.6178617
38.4957286,-85.2697204
37.5620021,-86.4098841
38.2093234,-85.821224
37.6905948,-85.8491818
37.8390147,-85.45885
38.1992452,-85.6595071
38.2001402,-85.8279907
37.6838255,-85.8057778
38.059742,-84.4800144
38.084238,-85.6704997
38.5395775,-86.4670009
38.6912135,-85.2385871
38.213906,-85.6428171
38.1025656,-85.6409043
37.465562,-85.9039268
38.235755,-85.7865362
38.133908,-85.7699304
37.1674195,-85.9823618
38.0789166,-85.8708789
38.1094114,-85.6627624
37.8284982,-85.4204404
38.4304513,-85.3137234
38.1874127,-85.7845594
38.7659727,-84.5504877
37.9790188,-85.7271325
38.1686633,-85.6784792
38.376247,-85.1878158
38.0062467,-85.7388943
38.1567179,-85.8019839
38.183908,-85.831899
38.2335488,-85.7589814
37.4775116,-86.2978888
37.3490994,-85.3680181
37.8236507,-85.9322067
38.0380826,-85.324471
37.8245675,-85.9321288
38.2502134,-85.7939128
38.1663677,-85.699056
37.9874078,-86.2520253
38.1695146,-85.7647839
38.2478583,-85.5743468
37.5759858,-85.250607
37.8225559,-85.9166838
38.1887695,-85.5986239
37.6956009,-85.8680487
38.2272283,-85.8217934
37.7692678,-85.8931548
38.2564872,-85.7017745
36.779915,-87.3546207
38.1907519,-85.8098863
35.4931438,-88.5919003
38.1702673,-85.6741687
38.1244639,-85.8505175
37.909257,-85.3240188
38.2006908,-85.761264
38.0339154,-85.1185037
37.8056001,-85.9279378
38.085005,-85.6641248
38.2309119,-85.7675336
38.1934361,-85.6314649
37.3586083,-85.3527248
38.2609634,-85.6993864
38.1668594,-85.6246809
38.2288659,-85.7393343
38.153765,-85.6220989
38.1929886,-85.6288469
38.3333303,-85.0935956
38.1818802,-85.6404493
38.2076341,-85.7819429
38.1822129,-85.7737962
38.216262,-85.2459179
38.1452216,-85.6607503
38.266199,-85.7876418
38.4283042,-85.1626243
42.0005496,-91.638907
38.3158265,-85.8079439
37.6914277,-85.8539877
38.0631873,-85.687136
38.1895662,-85.6059825
38.234846,-85.8006165
37.5036171,-85.0785482
38.1766563,-85.6743826
38.2966936,-85.1600032
38.0556593,-85.89915
38.2645745,-85.6118307
38.2319438,-85.7951325
37.7756051,-85.9632454
41.0253717,-85.1135861
38.1881167,-85.7871664
38.3721935,-85.1775108
37.0537519,-84.7705495
38.1839425,-85.6606641
38.1675669,-85.6688077
38.1770823,-85.67125
38.2256274,-85.7389984
37.8248946,-86.2558268
38.1780877,-85.6424327
37.5595731,-85.2709698
37.8022475,-85.4345376
38.3071311,-85.5293287
37.69757,-85.8554573
38.2634926,-85.7868592
38.2612628,-85.7944184
38.2100245,-85.8665347
38.1869256,-85.7764046
38.1370474,-85.599524
37.8282514,-85.4210486
37.5625507,-86.0846933
38.2444261,-85.8247183
38.376136,-85.1729097
38.2341297,-85.7443516
38.2490107,-85.8269498
39.0747271,-84.5025371
38.1918317,-85.6768698
38.2347096,-85.7593372
37.7311988,-85.9811859
38.2235581,-85.8027575
38.2164759,-85.240068
38.4000696,-85.582686
38.2264737,-85.6365189
37.7570749,-85.7929761
38.4516363,-82.667098
38.1453679,-85.8585678
38.4009856,-85.1550968
38.2623837,-85.6100785
37.484375,-86.2013937
38.0528236,-85.562598
38.0681651,-85.5539587
37.5650037,-85.6608082
38.3270707,-85.5034547
38.1523117,-85.872171
38.1152237,-85.7900467
38.2047569,-85.7645214
38.2206319,-85.8056819
37.6079353,-86.1553088
37.8192967,-85.9151356
38.1944737,-85.5631215
38.2398993,-85.8260457
38.1360791,-85.629665
38.1942971,-85.7733579
37.4637227,-85.4347846
37.7091219,-85.8622179
38.1344599,-85.5887684
43.8569705,-83.9726037
